record_id,training_name,training_category,taken_date,hours,cost_jpy,completion_status,emp_id,last_name,gender,age,dept,job_title,grade,hire_date,termination_date,termination_reason,latest_rating,total_promotions,ever_promoted,review_count
TR003920,マネジメント実践,リーダーシップ,2024-08-02,24,150000,完了,E000338,佐々木,男,39,Sales,Senior Staff,2,2015-09-30,,,3.0,0.0,False,4.0
TR003921,アジャイル開発 (Scrum Master),テクニカル,2024-12-19,24,120000,完了,E000338,佐々木,男,39,Sales,Senior Staff,2,2015-09-30,,,3.0,0.0,False,4.0
TR003922,アジャイル開発 (Scrum Master),テクニカル,2025-02-13,24,120000,途中離脱,E000338,佐々木,男,39,Sales,Senior Staff,2,2015-09-30,,,3.0,0.0,False,4.0
TR003923,交渉術,ビジネススキル,2024-10-20,8,45000,完了,E000338,佐々木,男,39,Sales,Senior Staff,2,2015-09-30,,,3.0,0.0,False,4.0
TR003924,ハラスメント防止 eラーニング,eラーニング,2025-08-24,2,8000,完了,E000338,佐々木,男,39,Sales,Senior Staff,2,2015-09-30,,,3.0,0.0,False,4.0
TR003925,Excel スキルアップ eラーニング,eラーニング,2025-09-10,6,15000,途中離脱,E000338,佐々木,男,39,Sales,Senior Staff,2,2015-09-30,,,3.0,0.0,False,4.0
TR003926,情報セキュリティ基礎 eラーニング,eラーニング,2025-09-02,3,10000,途中離脱,E000338,佐々木,男,39,Sales,Senior Staff,2,2015-09-30,,,3.0,0.0,False,4.0
TR003927,ビジネスマナー eラーニング,eラーニング,2025-11-17,4,10000,未着手,E000338,佐々木,男,39,Sales,Senior Staff,2,2015-09-30,,,3.0,0.0,False,4.0
TR003928,Excel スキルアップ eラーニング,eラーニング,2024-05-11,6,15000,完了,E000338,佐々木,男,39,Sales,Senior Staff,2,2015-09-30,,,3.0,0.0,False,4.0
TR003929,インサイダー取引 (年次),コンプライアンス,2025-11-14,2,5000,完了,E000338,佐々木,男,39,Sales,Senior Staff,2,2015-09-30,,,3.0,0.0,False,4.0
TR003930,インサイダー取引 (年次),コンプライアンス,2025-05-03,2,5000,完了,E000338,佐々木,男,39,Sales,Senior Staff,2,2015-09-30,,,3.0,0.0,False,4.0
TR003931,コーチングスキル,リーダーシップ,2025-11-13,24,120000,完了,E000339,小林,女,23,Consulting,Staff,1,2019-04-10,,,3.0,1.0,True,4.0
TR003932,ロジカルシンキング,ビジネススキル,2026-01-26,16,60000,完了,E000339,小林,女,23,Consulting,Staff,1,2019-04-10,,,3.0,1.0,True,4.0
TR003933,ビジネスライティング,ビジネススキル,2024-05-30,8,35000,完了,E000339,小林,女,23,Consulting,Staff,1,2019-04-10,,,3.0,1.0,True,4.0
TR003934,英語ビジネス会話,ビジネススキル,2026-02-01,48,180000,完了,E000339,小林,女,23,Consulting,Staff,1,2019-04-10,,,3.0,1.0,True,4.0
TR003935,プレゼンテーション実践,ビジネススキル,2025-06-22,8,40000,完了,E000339,小林,女,23,Consulting,Staff,1,2019-04-10,,,3.0,1.0,True,4.0
TR003936,交渉術,ビジネススキル,2025-08-09,8,45000,完了,E000339,小林,女,23,Consulting,Staff,1,2019-04-10,,,3.0,1.0,True,4.0
TR003937,ビジネスマナー eラーニング,eラーニング,2025-06-04,4,10000,完了,E000339,小林,女,23,Consulting,Staff,1,2019-04-10,,,3.0,1.0,True,4.0
TR003938,Excel スキルアップ eラーニング,eラーニング,2026-01-17,6,15000,途中離脱,E000339,小林,女,23,Consulting,Staff,1,2019-04-10,,,3.0,1.0,True,4.0
TR003939,メンタルヘルス eラーニング,eラーニング,2024-11-03,2,8000,完了,E000339,小林,女,23,Consulting,Staff,1,2019-04-10,,,3.0,1.0,True,4.0
TR003940,情報セキュリティ基礎 eラーニング,eラーニング,2024-10-22,3,10000,完了,E000339,小林,女,23,Consulting,Staff,1,2019-04-10,,,3.0,1.0,True,4.0
TR003941,インサイダー取引 (年次),コンプライアンス,2024-09-16,2,5000,完了,E000339,小林,女,23,Consulting,Staff,1,2019-04-10,,,3.0,1.0,True,4.0
TR003942,個人情報保護 (年次),コンプライアンス,2024-08-18,2,5000,完了,E000339,小林,女,23,Consulting,Staff,1,2019-04-10,,,3.0,1.0,True,4.0
TR003943,ビジネスライティング,ビジネススキル,2025-08-19,8,35000,完了,E000340,青木,男,42,R&D,Manager,4,2011-08-12,,,2.0,0.0,False,4.0
TR003944,情報セキュリティ基礎 eラーニング,eラーニング,2025-02-13,3,10000,完了,E000340,青木,男,42,R&D,Manager,4,2011-08-12,,,2.0,0.0,False,4.0
TR003945,情報セキュリティ基礎 eラーニング,eラーニング,2025-03-03,3,10000,途中離脱,E000340,青木,男,42,R&D,Manager,4,2011-08-12,,,2.0,0.0,False,4.0
TR003946,ハラスメント防止 eラーニング,eラーニング,2025-11-02,2,8000,途中離脱,E000340,青木,男,42,R&D,Manager,4,2011-08-12,,,2.0,0.0,False,4.0
TR003947,メンタルヘルス eラーニング,eラーニング,2025-01-02,2,8000,完了,E000340,青木,男,42,R&D,Manager,4,2011-08-12,,,2.0,0.0,False,4.0
TR003948,Excel スキルアップ eラーニング,eラーニング,2026-02-27,6,15000,完了,E000340,青木,男,42,R&D,Manager,4,2011-08-12,,,2.0,0.0,False,4.0
TR003949,独占禁止法 (年次),コンプライアンス,2024-05-01,2,5000,完了,E000340,青木,男,42,R&D,Manager,4,2011-08-12,,,2.0,0.0,False,4.0
TR003950,個人情報保護 (年次),コンプライアンス,2026-03-29,2,5000,完了,E000340,青木,男,42,R&D,Manager,4,2011-08-12,,,2.0,0.0,False,4.0
TR003951,プレゼンテーション実践,ビジネススキル,2025-02-27,8,40000,完了,E000341,石川,男,47,Sales,Senior Manager,5,2005-07-03,,,2.0,0.0,False,4.0
TR003952,ビジネスマナー eラーニング,eラーニング,2024-12-20,4,10000,途中離脱,E000341,石川,男,47,Sales,Senior Manager,5,2005-07-03,,,2.0,0.0,False,4.0
TR003953,メンタルヘルス eラーニング,eラーニング,2025-09-12,2,8000,途中離脱,E000341,石川,男,47,Sales,Senior Manager,5,2005-07-03,,,2.0,0.0,False,4.0
TR003954,Excel スキルアップ eラーニング,eラーニング,2024-04-11,6,15000,完了,E000341,石川,男,47,Sales,Senior Manager,5,2005-07-03,,,2.0,0.0,False,4.0
TR003955,情報セキュリティ基礎 eラーニング,eラーニング,2026-01-03,3,10000,完了,E000341,石川,男,47,Sales,Senior Manager,5,2005-07-03,,,2.0,0.0,False,4.0
TR003956,タイムマネジメント eラーニング,eラーニング,2025-01-16,4,12000,完了,E000341,石川,男,47,Sales,Senior Manager,5,2005-07-03,,,2.0,0.0,False,4.0
TR003957,独占禁止法 (年次),コンプライアンス,2024-09-15,2,5000,完了,E000341,石川,男,47,Sales,Senior Manager,5,2005-07-03,,,2.0,0.0,False,4.0
TR003958,独占禁止法 (年次),コンプライアンス,2024-09-19,2,5000,完了,E000341,石川,男,47,Sales,Senior Manager,5,2005-07-03,,,2.0,0.0,False,4.0
TR003959,チームビルディング実践,リーダーシップ,2025-07-04,16,90000,完了,E000342,山田,女,46,Sales,Senior Manager,5,2007-06-13,,,2.0,1.0,True,4.0
TR003960,エグゼクティブリーダーシップ,リーダーシップ,2024-04-23,40,400000,完了,E000342,山田,女,46,Sales,Senior Manager,5,2007-06-13,,,2.0,1.0,True,4.0
TR003961,ロジカルシンキング,ビジネススキル,2024-11-01,16,60000,完了,E000342,山田,女,46,Sales,Senior Manager,5,2007-06-13,,,2.0,1.0,True,4.0
TR003962,ロジカルシンキング,ビジネススキル,2024-12-23,16,60000,完了,E000342,山田,女,46,Sales,Senior Manager,5,2007-06-13,,,2.0,1.0,True,4.0
TR003963,情報セキュリティ基礎 eラーニング,eラーニング,2024-12-15,3,10000,完了,E000342,山田,女,46,Sales,Senior Manager,5,2007-06-13,,,2.0,1.0,True,4.0
TR003964,メンタルヘルス eラーニング,eラーニング,2024-10-13,2,8000,完了,E000342,山田,女,46,Sales,Senior Manager,5,2007-06-13,,,2.0,1.0,True,4.0
TR003965,ハラスメント防止 eラーニング,eラーニング,2025-11-03,2,8000,途中離脱,E000342,山田,女,46,Sales,Senior Manager,5,2007-06-13,,,2.0,1.0,True,4.0
TR003966,ビジネスマナー eラーニング,eラーニング,2025-02-01,4,10000,完了,E000342,山田,女,46,Sales,Senior Manager,5,2007-06-13,,,2.0,1.0,True,4.0
TR003967,メンタルヘルス eラーニング,eラーニング,2024-08-21,2,8000,未着手,E000342,山田,女,46,Sales,Senior Manager,5,2007-06-13,,,2.0,1.0,True,4.0
TR003968,タイムマネジメント eラーニング,eラーニング,2024-11-13,4,12000,完了,E000342,山田,女,46,Sales,Senior Manager,5,2007-06-13,,,2.0,1.0,True,4.0
TR003969,独占禁止法 (年次),コンプライアンス,2025-02-08,2,5000,完了,E000342,山田,女,46,Sales,Senior Manager,5,2007-06-13,,,2.0,1.0,True,4.0
TR003970,独占禁止法 (年次),コンプライアンス,2024-11-26,2,5000,完了,E000342,山田,女,46,Sales,Senior Manager,5,2007-06-13,,,2.0,1.0,True,4.0
TR003971,インサイダー取引 (年次),コンプライアンス,2024-05-25,2,5000,完了,E000342,山田,女,46,Sales,Senior Manager,5,2007-06-13,,,2.0,1.0,True,4.0
TR003972,マネジメント実践,リーダーシップ,2025-08-06,24,150000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003973,コーチングスキル,リーダーシップ,2025-05-08,24,120000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003974,Python プログラミング実践,テクニカル,2025-04-25,40,180000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003975,Python プログラミング実践,テクニカル,2025-09-29,40,180000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003976,機械学習実践,テクニカル,2024-11-27,40,220000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003977,交渉術,ビジネススキル,2024-04-13,8,45000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003978,交渉術,ビジネススキル,2024-10-09,8,45000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003979,ビジネスライティング,ビジネススキル,2025-11-03,8,35000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003980,ビジネスライティング,ビジネススキル,2025-12-26,8,35000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003981,Excel スキルアップ eラーニング,eラーニング,2025-11-03,6,15000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003982,情報セキュリティ基礎 eラーニング,eラーニング,2025-09-02,3,10000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003983,タイムマネジメント eラーニング,eラーニング,2024-05-22,4,12000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003984,タイムマネジメント eラーニング,eラーニング,2025-08-22,4,12000,未着手,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003985,ハラスメント防止 eラーニング,eラーニング,2025-07-03,2,8000,途中離脱,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003986,インサイダー取引 (年次),コンプライアンス,2024-04-11,2,5000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003987,個人情報保護 (年次),コンプライアンス,2025-12-01,2,5000,完了,E000343,阿部,男,50,Consulting,Senior Manager,5,2008-04-15,,,3.0,1.0,True,4.0
TR003988,情報セキュリティ基礎 eラーニング,eラーニング,2025-09-16,3,10000,途中離脱,E000344,山崎,男,37,Sales,Senior Staff,2,2017-02-15,,,3.0,1.0,True,4.0
TR003989,ハラスメント防止 eラーニング,eラーニング,2024-06-19,2,8000,未着手,E000344,山崎,男,37,Sales,Senior Staff,2,2017-02-15,,,3.0,1.0,True,4.0
TR003990,ビジネスマナー eラーニング,eラーニング,2025-12-04,4,10000,途中離脱,E000344,山崎,男,37,Sales,Senior Staff,2,2017-02-15,,,3.0,1.0,True,4.0
TR003991,タイムマネジメント eラーニング,eラーニング,2026-03-15,4,12000,未着手,E000344,山崎,男,37,Sales,Senior Staff,2,2017-02-15,,,3.0,1.0,True,4.0
TR003992,個人情報保護 (年次),コンプライアンス,2024-09-10,2,5000,途中離脱,E000344,山崎,男,37,Sales,Senior Staff,2,2017-02-15,,,3.0,1.0,True,4.0
TR003993,インサイダー取引 (年次),コンプライアンス,2025-02-17,2,5000,完了,E000344,山崎,男,37,Sales,Senior Staff,2,2017-02-15,,,3.0,1.0,True,4.0
TR003994,個人情報保護 (年次),コンプライアンス,2024-08-24,2,5000,完了,E000344,山崎,男,37,Sales,Senior Staff,2,2017-02-15,,,3.0,1.0,True,4.0
TR003995,英語ビジネス会話,ビジネススキル,2025-05-30,48,180000,完了,E000345,村上,女,36,Marketing,Senior Staff,2,2015-01-02,,,3.0,1.0,True,4.0
TR003996,英語ビジネス会話,ビジネススキル,2024-04-01,48,180000,途中離脱,E000345,村上,女,36,Marketing,Senior Staff,2,2015-01-02,,,3.0,1.0,True,4.0
TR003997,情報セキュリティ基礎 eラーニング,eラーニング,2026-03-12,3,10000,完了,E000345,村上,女,36,Marketing,Senior Staff,2,2015-01-02,,,3.0,1.0,True,4.0
TR003998,ハラスメント防止 eラーニング,eラーニング,2025-09-11,2,8000,途中離脱,E000345,村上,女,36,Marketing,Senior Staff,2,2015-01-02,,,3.0,1.0,True,4.0
TR003999,ハラスメント防止 eラーニング,eラーニング,2024-06-25,2,8000,完了,E000345,村上,女,36,Marketing,Senior Staff,2,2015-01-02,,,3.0,1.0,True,4.0
TR004000,情報セキュリティ基礎 eラーニング,eラーニング,2025-08-16,3,10000,途中離脱,E000345,村上,女,36,Marketing,Senior Staff,2,2015-01-02,,,3.0,1.0,True,4.0
TR004001,ハラスメント防止 eラーニング,eラーニング,2025-08-09,2,8000,途中離脱,E000345,村上,女,36,Marketing,Senior Staff,2,2015-01-02,,,3.0,1.0,True,4.0
TR004002,独占禁止法 (年次),コンプライアンス,2025-09-12,2,5000,完了,E000345,村上,女,36,Marketing,Senior Staff,2,2015-01-02,,,3.0,1.0,True,4.0
TR004003,独占禁止法 (年次),コンプライアンス,2024-09-05,2,5000,完了,E000345,村上,女,36,Marketing,Senior Staff,2,2015-01-02,,,3.0,1.0,True,4.0
TR004004,個人情報保護 (年次),コンプライアンス,2025-01-29,2,5000,完了,E000345,村上,女,36,Marketing,Senior Staff,2,2015-01-02,,,3.0,1.0,True,4.0
TR004005,独占禁止法 (年次),コンプライアンス,2025-11-28,2,5000,完了,E000345,村上,女,36,Marketing,Senior Staff,2,2015-01-02,,,3.0,1.0,True,4.0
TR004006,ビジネスライティング,ビジネススキル,2024-12-08,8,35000,完了,E000346,吉田,女,38,Finance,Assistant Manager,3,2014-08-22,,,3.0,0.0,False,4.0
TR004007,ビジネスライティング,ビジネススキル,2025-10-18,8,35000,完了,E000346,吉田,女,38,Finance,Assistant Manager,3,2014-08-22,,,3.0,0.0,False,4.0
TR004008,交渉術,ビジネススキル,2025-12-25,8,45000,完了,E000346,吉田,女,38,Finance,Assistant Manager,3,2014-08-22,,,3.0,0.0,False,4.0
TR004009,タイムマネジメント eラーニング,eラーニング,2025-06-25,4,12000,完了,E000346,吉田,女,38,Finance,Assistant Manager,3,2014-08-22,,,3.0,0.0,False,4.0
TR004010,情報セキュリティ基礎 eラーニング,eラーニング,2024-12-22,3,10000,途中離脱,E000346,吉田,女,38,Finance,Assistant Manager,3,2014-08-22,,,3.0,0.0,False,4.0
TR004011,Excel スキルアップ eラーニング,eラーニング,2025-07-23,6,15000,完了,E000346,吉田,女,38,Finance,Assistant Manager,3,2014-08-22,,,3.0,0.0,False,4.0
TR004012,情報セキュリティ基礎 eラーニング,eラーニング,2025-01-15,3,10000,完了,E000346,吉田,女,38,Finance,Assistant Manager,3,2014-08-22,,,3.0,0.0,False,4.0
TR004013,メンタルヘルス eラーニング,eラーニング,2024-04-01,2,8000,完了,E000346,吉田,女,38,Finance,Assistant Manager,3,2014-08-22,,,3.0,0.0,False,4.0
TR004014,独占禁止法 (年次),コンプライアンス,2025-11-27,2,5000,完了,E000346,吉田,女,38,Finance,Assistant Manager,3,2014-08-22,,,3.0,0.0,False,4.0
TR004015,個人情報保護 (年次),コンプライアンス,2026-03-26,2,5000,完了,E000346,吉田,女,38,Finance,Assistant Manager,3,2014-08-22,,,3.0,0.0,False,4.0
TR004016,個人情報保護 (年次),コンプライアンス,2024-09-18,2,5000,完了,E000346,吉田,女,38,Finance,Assistant Manager,3,2014-08-22,,,3.0,0.0,False,4.0
TR004017,コーチングスキル,リーダーシップ,2025-01-12,24,120000,完了,E000347,坂本,男,48,Marketing,Director,6,2004-06-10,2026-02-24,定年,3.0,1.0,True,3.0
TR004018,リーダーシップ基礎,リーダーシップ,2024-08-09,16,80000,完了,E000347,坂本,男,48,Marketing,Director,6,2004-06-10,2026-02-24,定年,3.0,1.0,True,3.0
TR004019,ビジネスライティング,ビジネススキル,2025-09-22,8,35000,完了,E000347,坂本,男,48,Marketing,Director,6,2004-06-10,2026-02-24,定年,3.0,1.0,True,3.0
TR004020,ハラスメント防止 eラーニング,eラーニング,2025-04-04,2,8000,完了,E000347,坂本,男,48,Marketing,Director,6,2004-06-10,2026-02-24,定年,3.0,1.0,True,3.0
TR004021,メンタルヘルス eラーニング,eラーニング,2025-01-24,2,8000,途中離脱,E000347,坂本,男,48,Marketing,Director,6,2004-06-10,2026-02-24,定年,3.0,1.0,True,3.0
TR004022,情報セキュリティ基礎 eラーニング,eラーニング,2025-10-29,3,10000,完了,E000347,坂本,男,48,Marketing,Director,6,2004-06-10,2026-02-24,定年,3.0,1.0,True,3.0
TR004023,ビジネスマナー eラーニング,eラーニング,2025-12-18,4,10000,途中離脱,E000347,坂本,男,48,Marketing,Director,6,2004-06-10,2026-02-24,定年,3.0,1.0,True,3.0
TR004024,ビジネスマナー eラーニング,eラーニング,2025-08-26,4,10000,完了,E000347,坂本,男,48,Marketing,Director,6,2004-06-10,2026-02-24,定年,3.0,1.0,True,3.0
TR004025,個人情報保護 (年次),コンプライアンス,2025-12-29,2,5000,完了,E000347,坂本,男,48,Marketing,Director,6,2004-06-10,2026-02-24,定年,3.0,1.0,True,3.0
TR004026,インサイダー取引 (年次),コンプライアンス,2024-12-08,2,5000,完了,E000347,坂本,男,48,Marketing,Director,6,2004-06-10,2026-02-24,定年,3.0,1.0,True,3.0
TR004027,個人情報保護 (年次),コンプライアンス,2024-10-21,2,5000,完了,E000347,坂本,男,48,Marketing,Director,6,2004-06-10,2026-02-24,定年,3.0,1.0,True,3.0
TR004028,独占禁止法 (年次),コンプライアンス,2024-04-25,2,5000,完了,E000347,坂本,男,48,Marketing,Director,6,2004-06-10,2026-02-24,定年,3.0,1.0,True,3.0
TR004029,コーチングスキル,リーダーシップ,2026-02-06,24,120000,完了,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004030,コーチングスキル,リーダーシップ,2025-12-12,24,120000,完了,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004031,交渉術,ビジネススキル,2025-01-27,8,45000,途中離脱,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004032,プレゼンテーション実践,ビジネススキル,2026-01-18,8,40000,完了,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004033,プレゼンテーション実践,ビジネススキル,2026-01-10,8,40000,途中離脱,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004034,タイムマネジメント eラーニング,eラーニング,2025-09-27,4,12000,完了,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004035,情報セキュリティ基礎 eラーニング,eラーニング,2025-04-28,3,10000,途中離脱,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004036,ビジネスマナー eラーニング,eラーニング,2025-10-16,4,10000,完了,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004037,ハラスメント防止 eラーニング,eラーニング,2025-04-09,2,8000,未着手,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004038,タイムマネジメント eラーニング,eラーニング,2025-02-24,4,12000,完了,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004039,ハラスメント防止 eラーニング,eラーニング,2025-08-31,2,8000,完了,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004040,独占禁止法 (年次),コンプライアンス,2024-09-29,2,5000,完了,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004041,個人情報保護 (年次),コンプライアンス,2026-02-25,2,5000,完了,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004042,インサイダー取引 (年次),コンプライアンス,2024-12-28,2,5000,完了,E000348,遠藤,男,48,HR,Manager,4,2010-06-26,,,3.0,1.0,True,4.0
TR004043,エグゼクティブリーダーシップ,リーダーシップ,2024-04-19,40,400000,完了,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004044,クラウドアーキテクト (Azure),テクニカル,2025-11-03,32,160000,完了,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004045,クラウドアーキテクト (Azure),テクニカル,2025-10-31,32,160000,完了,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004046,英語ビジネス会話,ビジネススキル,2025-01-03,48,180000,途中離脱,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004047,ビジネスライティング,ビジネススキル,2026-01-01,8,35000,完了,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004048,プレゼンテーション実践,ビジネススキル,2025-10-16,8,40000,完了,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004049,ロジカルシンキング,ビジネススキル,2025-03-23,16,60000,完了,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004050,プレゼンテーション実践,ビジネススキル,2024-11-30,8,40000,途中離脱,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004051,メンタルヘルス eラーニング,eラーニング,2025-09-04,2,8000,途中離脱,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004052,Excel スキルアップ eラーニング,eラーニング,2026-01-25,6,15000,完了,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004053,情報セキュリティ基礎 eラーニング,eラーニング,2026-03-07,3,10000,途中離脱,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004054,タイムマネジメント eラーニング,eラーニング,2025-09-25,4,12000,完了,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004055,個人情報保護 (年次),コンプライアンス,2024-11-27,2,5000,完了,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004056,インサイダー取引 (年次),コンプライアンス,2024-12-10,2,5000,完了,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004057,インサイダー取引 (年次),コンプライアンス,2024-11-12,2,5000,完了,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004058,独占禁止法 (年次),コンプライアンス,2026-01-18,2,5000,完了,E000349,中村,男,36,Consulting,Senior Staff,2,2014-07-12,,,5.0,1.0,True,4.0
TR004059,チームビルディング実践,リーダーシップ,2024-07-24,16,90000,完了,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004060,リーダーシップ基礎,リーダーシップ,2025-11-21,16,80000,完了,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004061,アジャイル開発 (Scrum Master),テクニカル,2024-09-18,24,120000,完了,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004062,プレゼンテーション実践,ビジネススキル,2025-06-01,8,40000,完了,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004063,交渉術,ビジネススキル,2025-12-10,8,45000,完了,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004064,プレゼンテーション実践,ビジネススキル,2025-12-21,8,40000,完了,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004065,プレゼンテーション実践,ビジネススキル,2024-11-02,8,40000,完了,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004066,ビジネスマナー eラーニング,eラーニング,2025-09-22,4,10000,完了,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004067,情報セキュリティ基礎 eラーニング,eラーニング,2024-10-02,3,10000,途中離脱,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004068,ビジネスマナー eラーニング,eラーニング,2025-08-08,4,10000,途中離脱,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004069,情報セキュリティ基礎 eラーニング,eラーニング,2024-11-15,3,10000,途中離脱,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004070,メンタルヘルス eラーニング,eラーニング,2025-09-03,2,8000,完了,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004071,タイムマネジメント eラーニング,eラーニング,2024-10-15,4,12000,完了,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004072,個人情報保護 (年次),コンプライアンス,2025-09-21,2,5000,完了,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004073,個人情報保護 (年次),コンプライアンス,2025-12-29,2,5000,完了,E000350,山本,男,33,R&D,Assistant Manager,3,2014-12-10,,,3.0,0.0,False,4.0
TR004074,プレゼンテーション実践,ビジネススキル,2024-07-18,8,40000,完了,E000351,森,女,42,Sales,Manager,4,2011-11-22,,,3.0,0.0,False,4.0
TR004075,プレゼンテーション実践,ビジネススキル,2025-04-14,8,40000,完了,E000351,森,女,42,Sales,Manager,4,2011-11-22,,,3.0,0.0,False,4.0
TR004076,ロジカルシンキング,ビジネススキル,2024-05-10,16,60000,完了,E000351,森,女,42,Sales,Manager,4,2011-11-22,,,3.0,0.0,False,4.0
TR004077,メンタルヘルス eラーニング,eラーニング,2025-02-10,2,8000,未着手,E000351,森,女,42,Sales,Manager,4,2011-11-22,,,3.0,0.0,False,4.0
