purchase_id,purchase_date,category,product_name,amount,channel,store_name,customer_id,customer_last_name,gender,age,prefecture,register_date,total_purchases,total_spent,customer_segment,is_first_purchase,days_since_last_in_category
PR0002674,2024-09-14,美容家電・小物,マッサージガン,34957,店舗,池袋店,C01045,井上,女,22,京都府,2021-10-31,9,1673436,VIP,False,854
PR0002680,2024-03-18,エアコン,エアコン 18畳用,187267,EC,,C01046,中村,男,46,愛知県,2023-05-06,2,293634,Inactive,False,
PR0002679,2023-05-11,スマートフォン,ミドルレンジ機種,106367,EC,,C01046,中村,男,46,愛知県,2023-05-06,2,293634,Inactive,True,
PR0002682,2025-06-24,カメラ・ビデオ,ビデオカメラ,267225,EC,,C01047,山口,男,44,北海道,2023-03-07,2,324078,Regular,False,
PR0002681,2024-10-12,ゲーム・玩具,ゲームソフト,56853,EC,,C01047,山口,男,44,北海道,2023-03-07,2,324078,Regular,True,
PR0002683,2025-07-03,洗濯機,縦型洗濯機,243323,店舗,横浜駅前店,C01048,村上,男,56,東京都,2025-04-24,2,296120,Regular,True,
PR0002684,2025-07-03,美容家電・小物,美顔器,52797,EC,,C01048,村上,男,56,東京都,2025-04-24,2,296120,Regular,True,
PR0002685,2024-05-28,エアコン,エアコン 18畳用,131698,EC,,C01049,中島,女,66,大阪府,2021-04-16,4,392739,Loyal,False,
PR0002686,2023-09-24,オーディオ,サウンドバー,183517,EC,,C01049,中島,女,66,大阪府,2021-04-16,4,392739,Loyal,False,
PR0002687,2021-09-19,美容家電・小物,美顔器,31670,EC,,C01049,中島,女,66,大阪府,2021-04-16,4,392739,Loyal,True,
PR0002688,2024-04-05,美容家電・小物,美顔器,45854,EC,,C01049,中島,女,66,大阪府,2021-04-16,4,392739,Loyal,False,929
PR0002689,2026-01-12,PC・タブレット,ノートPC 13型,234014,店舗,池袋店,C01050,後藤,男,25,北海道,2026-01-01,2,405217,Regular,True,
PR0002690,2026-03-06,スマートフォン,コンパクトモデル,171203,店舗,札幌駅前店,C01050,後藤,男,25,北海道,2026-01-01,2,405217,Regular,False,
PR0002691,2023-06-07,PC・タブレット,ノートPC 13型,342290,店舗,札幌駅前店,C01051,前田,女,22,広島県,2022-01-05,5,968462,VIP,True,
PR0002695,2023-09-07,オーディオ,ワイヤレスイヤホン,114544,店舗,横浜駅前店,C01051,前田,女,22,広島県,2022-01-05,5,968462,VIP,False,
PR0002692,2024-11-30,スマートフォン,スタンダード 128GB,115319,店舗,渋谷店,C01051,前田,女,22,広島県,2022-01-05,5,968462,VIP,False,
PR0002694,2024-05-07,冷蔵庫,コンパクト冷蔵庫,353095,店舗,秋葉原店,C01051,前田,女,22,広島県,2022-01-05,5,968462,VIP,False,
PR0002693,2024-11-26,美容家電・小物,ヘアアイロン,43214,店舗,池袋店,C01051,前田,女,22,広島県,2022-01-05,5,968462,VIP,False,
PR0002697,2024-04-27,PC・タブレット,ノートPC 15型,347437,店舗,福岡天神店,C01052,山下,男,37,広島県,2022-12-27,2,395433,Regular,True,
PR0002696,2025-07-17,美容家電・小物,美顔器,47996,店舗,新宿店,C01052,山下,男,37,広島県,2022-12-27,2,395433,Regular,False,
PR0002700,2023-09-17,テレビ,スマートテレビ 43型,274762,店舗,秋葉原店,C01053,山本,女,52,千葉県,2022-12-15,3,458493,Loyal,True,
PR0002699,2025-04-10,冷蔵庫,冷蔵庫 400L,139363,店舗,池袋店,C01053,山本,女,52,千葉県,2022-12-15,3,458493,Loyal,False,
PR0002698,2025-08-06,美容家電・小物,ドライヤー,44368,EC,,C01053,山本,女,52,千葉県,2022-12-15,3,458493,Loyal,False,
PR0002702,2025-01-11,カメラ・ビデオ,ビデオカメラ,186034,店舗,札幌駅前店,C01054,石川,女,40,東京都,2024-11-20,2,400776,Regular,True,
PR0002701,2025-06-25,冷蔵庫,冷蔵庫 500L,214742,店舗,札幌駅前店,C01054,石川,女,40,東京都,2024-11-20,2,400776,Regular,False,
PR0002704,2026-02-01,スマートフォン,ハイエンド 1TB,120308,店舗,横浜駅前店,C01056,小林,男,62,北海道,2026-01-29,3,736186,Loyal,True,
PR0002705,2026-03-24,テレビ,4K テレビ 50型,279146,店舗,札幌駅前店,C01056,小林,男,62,北海道,2026-01-29,3,736186,Loyal,False,
PR0002703,2026-02-12,冷蔵庫,フレンチドア 700L,336732,店舗,福岡天神店,C01056,小林,男,62,北海道,2026-01-29,3,736186,Loyal,False,
PR0002706,2024-01-01,冷蔵庫,冷蔵庫 600L 大型,184877,EC,,C01057,遠藤,男,61,愛知県,2022-09-22,1,184877,Inactive,True,
PR0002710,2022-11-21,ゲーム・玩具,ボードゲーム,27484,EC,,C01058,伊藤,男,59,福岡県,2021-09-23,5,714752,VIP,True,
PR0002708,2024-12-24,スマートフォン,スタンダード 128GB,60136,EC,,C01058,伊藤,男,59,福岡県,2021-09-23,5,714752,VIP,False,
PR0002707,2023-12-02,テレビ,4K テレビ 65型,400729,EC,,C01058,伊藤,男,59,福岡県,2021-09-23,5,714752,VIP,False,
PR0002711,2025-01-11,冷蔵庫,冷蔵庫 500L,106303,EC,,C01058,伊藤,男,59,福岡県,2021-09-23,5,714752,VIP,False,
PR0002709,2025-04-03,洗濯機,ドラム式洗濯機,120100,EC,,C01058,伊藤,男,59,福岡県,2021-09-23,5,714752,VIP,False,
PR0002712,2025-11-17,テレビ,有機EL 75型,209166,店舗,渋谷店,C01059,木村,男,44,神奈川県,2022-08-28,3,595288,Loyal,False,
PR0002713,2023-04-18,冷蔵庫,冷蔵庫 400L,311262,店舗,秋葉原店,C01059,木村,男,44,神奈川県,2022-08-28,3,595288,Loyal,True,
PR0002714,2024-08-07,美容家電・小物,ヘアアイロン,74860,店舗,秋葉原店,C01059,木村,男,44,神奈川県,2022-08-28,3,595288,Loyal,False,
PR0002720,2025-12-25,PC・タブレット,ゲーミングPC,152688,EC,,C01060,前田,女,41,福岡県,2024-11-14,8,1252263,VIP,False,
PR0002718,2025-07-01,エアコン,エアコン 6畳用,202689,店舗,天王寺店,C01060,前田,女,41,福岡県,2024-11-14,8,1252263,VIP,False,
PR0002721,2025-09-24,オーディオ,ヘッドホン,195691,店舗,渋谷店,C01060,前田,女,41,福岡県,2024-11-14,8,1252263,VIP,False,
PR0002716,2024-12-03,カメラ・ビデオ,ビデオカメラ,149332,店舗,秋葉原店,C01060,前田,女,41,福岡県,2024-11-14,8,1252263,VIP,True,
PR0002715,2026-03-02,ゲーム・玩具,携帯ゲーム機,37755,店舗,渋谷店,C01060,前田,女,41,福岡県,2024-11-14,8,1252263,VIP,False,
PR0002717,2024-12-19,スマートフォン,スタンダード 128GB,39006,EC,,C01060,前田,女,41,福岡県,2024-11-14,8,1252263,VIP,False,
PR0002722,2025-12-22,テレビ,有機EL 55型,327091,店舗,札幌駅前店,C01060,前田,女,41,福岡県,2024-11-14,8,1252263,VIP,False,
PR0002719,2025-12-18,洗濯機,乾燥機能付き 10kg,148011,店舗,名古屋栄店,C01060,前田,女,41,福岡県,2024-11-14,8,1252263,VIP,False,
PR0002724,2024-01-22,PC・タブレット,ゲーミングPC,94662,店舗,大阪梅田店,C01061,小林,男,27,埼玉県,2023-06-21,2,260818,Inactive,False,
PR0002723,2023-07-26,スマートフォン,ミドルレンジ機種,166156,店舗,福岡天神店,C01061,小林,男,27,埼玉県,2023-06-21,2,260818,Inactive,True,
PR0002725,2026-02-01,美容家電・小物,ドライヤー,27423,EC,,C01062,坂本,女,38,埼玉県,2024-06-25,1,27423,Light,True,
PR0002727,2025-09-28,エアコン,エアコン 10畳用,239917,店舗,秋葉原店,C01063,山下,男,57,大阪府,2025-04-23,4,708007,Loyal,False,
PR0002726,2025-09-29,スマートフォン,コンパクトモデル,196586,店舗,大阪梅田店,C01063,山下,男,57,大阪府,2025-04-23,4,708007,Loyal,False,
PR0002728,2026-02-06,テレビ,有機EL 75型,61555,店舗,天王寺店,C01063,山下,男,57,大阪府,2025-04-23,4,708007,Loyal,False,
PR0002729,2025-08-20,冷蔵庫,フレンチドア 700L,209949,店舗,秋葉原店,C01063,山下,男,57,大阪府,2025-04-23,4,708007,Loyal,True,
PR0002731,2025-05-30,スマートフォン,Pro モデル 512GB,74686,店舗,新宿店,C01064,山田,女,69,広島県,2023-03-02,2,80898,Regular,False,
PR0002730,2023-11-05,美容家電・小物,ヘアアイロン,6212,店舗,天王寺店,C01064,山田,女,69,広島県,2023-03-02,2,80898,Regular,True,
PR0002732,2024-01-14,ゲーム・玩具,VR ゴーグル,50325,EC,,C01065,井上,男,27,宮城県,2022-01-17,2,153457,Regular,True,
PR0002733,2026-01-31,スマートフォン,コンパクトモデル,103132,EC,,C01065,井上,男,27,宮城県,2022-01-17,2,153457,Regular,False,
PR0002734,2025-07-08,PC・タブレット,ワークステーション,70263,店舗,福岡天神店,C01066,石井,男,41,千葉県,2022-05-03,3,305238,Loyal,False,
PR0002736,2023-02-01,ゲーム・玩具,据置型ゲーム機,9450,店舗,新宿店,C01066,石井,男,41,千葉県,2022-05-03,3,305238,Loyal,True,
PR0002735,2023-10-28,テレビ,プロジェクター,225525,店舗,池袋店,C01066,石井,男,41,千葉県,2022-05-03,3,305238,Loyal,False,
PR0002737,2023-12-23,テレビ,有機EL 55型,64534,EC,,C01067,佐藤,男,35,京都府,2021-09-30,1,64534,Inactive,True,
PR0002738,2024-03-14,エアコン,業務用エアコン,194141,店舗,福岡天神店,C01068,吉田,男,55,千葉県,2024-02-04,1,194141,Inactive,True,
PR0002739,2024-08-29,エアコン,エアコン 6畳用,260484,店舗,秋葉原店,C01069,中村,女,53,福岡県,2024-01-14,2,539890,Regular,True,
PR0002740,2025-07-25,洗濯機,コンパクト洗濯機,279406,EC,,C01069,中村,女,53,福岡県,2024-01-14,2,539890,Regular,False,
PR0002744,2025-01-10,PC・タブレット,タブレット 10型,150218,EC,,C01070,伊藤,女,57,福岡県,2022-03-28,8,1355705,VIP,False,
PR0002745,2025-08-27,エアコン,エアコン 6畳用,201631,EC,,C01070,伊藤,女,57,福岡県,2022-03-28,8,1355705,VIP,False,
PR0002747,2024-02-04,スマートフォン,コンパクトモデル,51598,EC,,C01070,伊藤,女,57,福岡県,2022-03-28,8,1355705,VIP,False,
PR0002748,2026-03-14,スマートフォン,ミドルレンジ機種,78070,EC,,C01070,伊藤,女,57,福岡県,2022-03-28,8,1355705,VIP,False,769
PR0002741,2025-12-13,テレビ,スマートテレビ 43型,454081,EC,,C01070,伊藤,女,57,福岡県,2022-03-28,8,1355705,VIP,False,
PR0002746,2022-08-05,洗濯機,コンパクト洗濯機,307784,EC,,C01070,伊藤,女,57,福岡県,2022-03-28,8,1355705,VIP,True,
PR0002742,2022-08-05,美容家電・小物,美顔器,50793,EC,,C01070,伊藤,女,57,福岡県,2022-03-28,8,1355705,VIP,True,
PR0002743,2024-11-23,美容家電・小物,マッサージガン,61530,EC,,C01070,伊藤,女,57,福岡県,2022-03-28,8,1355705,VIP,False,841
PR0002752,2025-07-07,PC・タブレット,ワークステーション,84453,店舗,新宿店,C01071,石川,女,38,広島県,2025-04-21,5,750699,VIP,True,
PR0002750,2025-11-23,エアコン,エアコン 14畳用,136074,EC,,C01071,石川,女,38,広島県,2025-04-21,5,750699,VIP,False,
PR0002749,2025-07-30,テレビ,プロジェクター,263157,店舗,新宿店,C01071,石川,女,38,広島県,2025-04-21,5,750699,VIP,False,
PR0002751,2025-12-25,冷蔵庫,コンパクト冷蔵庫,136079,店舗,渋谷店,C01071,石川,女,38,広島県,2025-04-21,5,750699,VIP,False,
PR0002753,2025-07-20,洗濯機,縦型洗濯機,130936,店舗,渋谷店,C01071,石川,女,38,広島県,2025-04-21,5,750699,VIP,False,
PR0002756,2024-02-16,ゲーム・玩具,VR ゴーグル,48072,店舗,横浜駅前店,C01072,井上,男,38,福岡県,2022-07-25,4,691527,Loyal,False,
PR0002754,2023-03-29,スマートフォン,ミドルレンジ機種,194998,店舗,横浜駅前店,C01072,井上,男,38,福岡県,2022-07-25,4,691527,Loyal,True,
PR0002755,2025-12-08,スマートフォン,ハイエンド 1TB,176140,店舗,池袋店,C01072,井上,男,38,福岡県,2022-07-25,4,691527,Loyal,False,985
PR0002757,2023-08-07,冷蔵庫,冷蔵庫 600L 大型,272317,店舗,天王寺店,C01072,井上,男,38,福岡県,2022-07-25,4,691527,Loyal,False,
PR0002758,2025-01-10,テレビ,有機EL 55型,311922,店舗,大阪梅田店,C01073,林,女,41,宮城県,2024-11-06,1,311922,Light,True,
PR0002759,2024-01-11,テレビ,有機EL 75型,405694,EC,,C01074,石井,男,44,埼玉県,2021-11-16,2,606367,Inactive,False,
PR0002760,2023-09-16,洗濯機,ドラム式洗濯機,200673,EC,,C01074,石井,男,44,埼玉県,2021-11-16,2,606367,Inactive,True,
PR0002764,2024-06-10,エアコン,エアコン 6畳用,304563,EC,,C01075,石井,男,51,広島県,2021-09-30,4,679937,Loyal,False,
PR0002762,2022-05-09,スマートフォン,コンパクトモデル,188753,EC,,C01075,石井,男,51,広島県,2021-09-30,4,679937,Loyal,True,
PR0002763,2024-05-28,スマートフォン,Pro モデル 512GB,82875,店舗,札幌駅前店,C01075,石井,男,51,広島県,2021-09-30,4,679937,Loyal,False,750
PR0002761,2024-12-14,テレビ,4K テレビ 50型,103746,EC,,C01075,石井,男,51,広島県,2021-09-30,4,679937,Loyal,False,
PR0002766,2023-05-20,PC・タブレット,ノートPC 13型,345064,EC,,C01076,後藤,男,62,埼玉県,2023-04-15,2,578351,Regular,True,
PR0002765,2026-03-16,テレビ,有機EL 75型,233287,EC,,C01076,後藤,男,62,埼玉県,2023-04-15,2,578351,Regular,False,
PR0002768,2025-06-15,スマートフォン,スタンダード 128GB,51802,店舗,池袋店,C01077,前田,女,22,千葉県,2022-12-26,3,466793,Loyal,False,
PR0002767,2023-08-31,テレビ,プロジェクター,357103,店舗,新宿店,C01077,前田,女,22,千葉県,2022-12-26,3,466793,Loyal,False,
PR0002769,2023-05-25,美容家電・小物,ヘアアイロン,57888,店舗,名古屋栄店,C01077,前田,女,22,千葉県,2022-12-26,3,466793,Loyal,True,
PR0002770,2021-12-18,スマートフォン,Pro モデル 512GB,63396,店舗,渋谷店,C01078,山口,女,23,福岡県,2021-05-03,3,173584,Regular,True,
PR0002771,2024-02-15,スマートフォン,スタンダード 128GB,84362,店舗,大阪梅田店,C01078,山口,女,23,福岡県,2021-05-03,3,173584,Regular,False,789
PR0002772,2024-10-12,美容家電・小物,ヘアアイロン,25826,EC,,C01078,山口,女,23,福岡県,2021-05-03,3,173584,Regular,False,
PR0002775,2022-01-28,オーディオ,ターンテーブル,67108,EC,,C01079,加藤,男,53,宮城県,2021-11-05,3,366036,Inactive,True,
PR0002773,2024-03-13,ゲーム・玩具,ボードゲーム,40679,EC,,C01079,加藤,男,53,宮城県,2021-11-05,3,366036,Inactive,False,
PR0002774,2023-03-31,冷蔵庫,フレンチドア 700L,258249,店舗,渋谷店,C01079,加藤,男,53,宮城県,2021-11-05,3,366036,Inactive,False,
PR0002776,2025-08-15,PC・タブレット,ノートPC 15型,206115,店舗,名古屋栄店,C01080,伊藤,男,43,宮城県,2025-08-01,5,522479,VIP,True,
PR0002779,2025-12-25,エアコン,エアコン 14畳用,180170,店舗,池袋店,C01080,伊藤,男,43,宮城県,2025-08-01,5,522479,VIP,False,
PR0002778,2025-10-05,ゲーム・玩具,ボードゲーム,43916,店舗,大阪梅田店,C01080,伊藤,男,43,宮城県,2025-08-01,5,522479,VIP,False,
PR0002777,2026-03-04,スマートフォン,ミドルレンジ機種,60635,店舗,新宿店,C01080,伊藤,男,43,宮城県,2025-08-01,5,522479,VIP,False,
PR0002780,2025-09-18,美容家電・小物,電動歯ブラシ,31643,EC,,C01080,伊藤,男,43,宮城県,2025-08-01,5,522479,VIP,False,
PR0002782,2026-01-26,PC・タブレット,2-in-1 PC,122833,店舗,渋谷店,C01081,木村,女,22,広島県,2025-08-02,6,839687,VIP,False,
PR0002783,2026-01-01,オーディオ,ワイヤレスイヤホン,115816,店舗,名古屋栄店,C01081,木村,女,22,広島県,2025-08-02,6,839687,VIP,True,
PR0002784,2026-03-08,ゲーム・玩具,ボードゲーム,65999,店舗,大阪梅田店,C01081,木村,女,22,広島県,2025-08-02,6,839687,VIP,False,
PR0002785,2026-03-21,スマートフォン,Pro モデル 512GB,186696,店舗,池袋店,C01081,木村,女,22,広島県,2025-08-02,6,839687,VIP,False,
PR0002786,2026-03-08,テレビ,4K テレビ 65型,299933,EC,,C01081,木村,女,22,広島県,2025-08-02,6,839687,VIP,False,
PR0002781,2026-02-21,美容家電・小物,マッサージガン,48410,店舗,秋葉原店,C01081,木村,女,22,広島県,2025-08-02,6,839687,VIP,False,
PR0002787,2024-01-10,テレビ,スマートテレビ 43型,377401,EC,,C01083,木村,男,42,兵庫県,2022-03-01,2,416309,Regular,True,
PR0002788,2025-11-03,美容家電・小物,マッサージガン,38908,EC,,C01083,木村,男,42,兵庫県,2022-03-01,2,416309,Regular,False,
PR0002790,2024-01-18,ゲーム・玩具,ゲームソフト,10673,店舗,池袋店,C01084,田中,女,39,京都府,2022-08-11,2,203380,Regular,True,
PR0002789,2025-01-03,スマートフォン,最新スマホ 256GB,192707,店舗,福岡天神店,C01084,田中,女,39,京都府,2022-08-11,2,203380,Regular,False,
PR0002792,2025-11-10,エアコン,業務用エアコン,316903,店舗,札幌駅前店,C01085,坂本,男,69,神奈川県,2025-10-31,3,705407,Loyal,True,
PR0002791,2026-02-07,スマートフォン,コンパクトモデル,94196,店舗,渋谷店,C01085,坂本,男,69,神奈川県,2025-10-31,3,705407,Loyal,False,
PR0002793,2026-01-06,テレビ,スマートテレビ 43型,294308,店舗,渋谷店,C01085,坂本,男,69,神奈川県,2025-10-31,3,705407,Loyal,False,
PR0002794,2023-08-29,テレビ,4K テレビ 50型,462736,EC,,C01086,斎藤,女,52,広島県,2022-05-15,1,462736,Inactive,True,
PR0002797,2025-04-20,カメラ・ビデオ,アクションカメラ,98723,EC,,C01087,伊藤,男,22,兵庫県,2022-06-30,3,278626,Loyal,False,
PR0002795,2023-05-03,スマートフォン,最新スマホ 256GB,123554,店舗,札幌駅前店,C01087,伊藤,男,22,兵庫県,2022-06-30,3,278626,Loyal,True,
PR0002796,2025-08-29,スマートフォン,Pro モデル 512GB,56349,店舗,札幌駅前店,C01087,伊藤,男,22,兵庫県,2022-06-30,3,278626,Loyal,False,849
PR0002800,2024-05-25,オーディオ,ワイヤレスイヤホン,105106,EC,,C01088,木村,女,31,福岡県,2022-07-14,5,1037566,VIP,False,
PR0002801,2023-12-30,カメラ・ビデオ,ビデオカメラ,203599,EC,,C01088,木村,女,31,福岡県,2022-07-14,5,1037566,VIP,False,
PR0002802,2025-05-24,スマートフォン,ハイエンド 1TB,44291,EC,,C01088,木村,女,31,福岡県,2022-07-14,5,1037566,VIP,False,
PR0002799,2023-01-27,テレビ,有機EL 75型,402366,EC,,C01088,木村,女,31,福岡県,2022-07-14,5,1037566,VIP,False,
PR0002798,2022-11-19,洗濯機,全自動 8kg,282204,EC,,C01088,木村,女,31,福岡県,2022-07-14,5,1037566,VIP,True,
PR0002805,2025-11-29,PC・タブレット,2-in-1 PC,79613,店舗,新宿店,C01089,林,男,44,京都府,2024-12-07,3,322160,Loyal,False,
PR0002804,2025-11-21,洗濯機,ドラム式洗濯機,188251,店舗,名古屋栄店,C01089,林,男,44,京都府,2024-12-07,3,322160,Loyal,False,
PR0002803,2025-06-04,美容家電・小物,電気シェーバー,54296,EC,,C01089,林,男,44,京都府,2024-12-07,3,322160,Loyal,True,
PR0002807,2025-07-25,スマートフォン,ハイエンド 1TB,57289,店舗,池袋店,C01090,岡田,男,45,千葉県,2024-12-07,2,376652,Regular,True,
PR0002806,2025-12-29,洗濯機,縦型洗濯機,319363,店舗,渋谷店,C01090,岡田,男,45,千葉県,2024-12-07,2,376652,Regular,False,
PR0002808,2024-02-10,スマートフォン,最新スマホ 256GB,93456,EC,,C01092,佐々木,女,44,大阪府,2024-01-07,2,161383,Inactive,True,
PR0002809,2024-03-23,美容家電・小物,電気シェーバー,67927,店舗,名古屋栄店,C01092,佐々木,女,44,大阪府,2024-01-07,2,161383,Inactive,False,
PR0002811,2024-04-12,オーディオ,ホームオーディオ,161589,EC,,C01093,藤田,男,49,埼玉県,2022-08-28,2,423068,Regular,True,
PR0002810,2024-12-31,冷蔵庫,フレンチドア 700L,261479,店舗,渋谷店,C01093,藤田,男,49,埼玉県,2022-08-28,2,423068,Regular,False,
PR0002812,2023-12-05,エアコン,エアコン 10畳用,214124,店舗,渋谷店,C01094,中島,男,46,埼玉県,2021-11-13,1,214124,Inactive,True,
PR0002814,2025-12-02,PC・タブレット,2-in-1 PC,185334,店舗,名古屋栄店,C01095,石川,女,59,宮城県,2025-11-12,3,423856,Loyal,True,
PR0002815,2026-03-08,スマートフォン,Pro モデル 512GB,71791,店舗,札幌駅前店,C01095,石川,女,59,宮城県,2025-11-12,3,423856,Loyal,False,
PR0002813,2026-02-24,冷蔵庫,フレンチドア 700L,166731,店舗,名古屋栄店,C01095,石川,女,59,宮城県,2025-11-12,3,423856,Loyal,False,
PR0002817,2025-07-17,PC・タブレット,ゲーミングPC,242228,EC,,C01096,近藤,男,33,広島県,2025-03-13,2,644482,Regular,True,
PR0002816,2026-03-09,テレビ,4K テレビ 65型,402254,EC,,C01096,近藤,男,33,広島県,2025-03-13,2,644482,Regular,False,
PR0002818,2025-12-05,カメラ・ビデオ,アクションカメラ,203700,EC,,C01097,吉田,女,50,大阪府,2024-03-14,2,262524,Regular,False,
PR0002819,2025-08-18,スマートフォン,Pro モデル 512GB,58824,店舗,名古屋栄店,C01097,吉田,女,50,大阪府,2024-03-14,2,262524,Regular,True,
PR0002820,2025-08-07,テレビ,有機EL 55型,122264,店舗,渋谷店,C01098,阿部,女,50,神奈川県,2024-04-06,3,653933,Loyal,False,
PR0002821,2024-11-26,冷蔵庫,フレンチドア 700L,465014,EC,,C01098,阿部,女,50,神奈川県,2024-04-06,3,653933,Loyal,False,
PR0002822,2024-11-06,美容家電・小物,電動歯ブラシ,66655,店舗,天王寺店,C01098,阿部,女,50,神奈川県,2024-04-06,3,653933,Loyal,True,
PR0002825,2026-02-27,PC・タブレット,ワークステーション,230822,店舗,池袋店,C01099,渡辺,女,41,京都府,2025-02-23,3,463012,Loyal,False,
PR0002824,2026-03-01,スマートフォン,スタンダード 128GB,155746,店舗,秋葉原店,C01099,渡辺,女,41,京都府,2025-02-23,3,463012,Loyal,False,
PR0002823,2026-02-11,美容家電・小物,電気シェーバー,76444,店舗,天王寺店,C01099,渡辺,女,41,京都府,2025-02-23,3,463012,Loyal,True,
PR0002827,2025-08-18,エアコン,エアコン 6畳用,134593,店舗,渋谷店,C01100,橋本,男,47,京都府,2024-08-13,2,213396,Regular,False,
PR0002826,2025-04-19,美容家電・小物,電気シェーバー,78803,店舗,新宿店,C01100,橋本,男,47,京都府,2024-08-13,2,213396,Regular,True,
PR0002828,2026-02-03,エアコン,エアコン 10畳用,86761,店舗,新宿店,C01101,森,女,32,千葉県,2024-09-16,2,131545,Regular,False,
PR0002829,2024-11-14,美容家電・小物,ドライヤー,44784,店舗,秋葉原店,C01101,森,女,32,千葉県,2024-09-16,2,131545,Regular,True,
PR0002830,2022-09-24,PC・タブレット,2-in-1 PC,249768,店舗,名古屋栄店,C01102,佐藤,女,53,福岡県,2022-09-24,3,701538,Loyal,True,
PR0002831,2024-10-19,ゲーム・玩具,VR ゴーグル,31209,店舗,札幌駅前店,C01102,佐藤,女,53,福岡県,2022-09-24,3,701538,Loyal,False,
PR0002832,2023-03-14,テレビ,スマートテレビ 43型,420561,店舗,横浜駅前店,C01102,佐藤,女,53,福岡県,2022-09-24,3,701538,Loyal,False,
PR0002833,2025-10-03,ゲーム・玩具,コントローラ,14582,店舗,新宿店,C01103,加藤,女,75,千葉県,2024-06-07,1,14582,Light,True,
PR0002834,2026-03-09,PC・タブレット,ゲーミングPC,251718,店舗,渋谷店,C01104,長谷川,男,22,宮城県,2025-07-29,3,563800,Loyal,False,
PR0002835,2025-12-12,エアコン,エアコン 14畳用,152088,店舗,名古屋栄店,C01104,長谷川,男,22,宮城県,2025-07-29,3,563800,Loyal,True,
PR0002836,2026-01-07,スマートフォン,Pro モデル 512GB,159994,店舗,池袋店,C01104,長谷川,男,22,宮城県,2025-07-29,3,563800,Loyal,False,
PR0002837,2025-12-23,PC・タブレット,ノートPC 15型,229806,EC,,C01105,長谷川,男,28,千葉県,2024-10-03,1,229806,Light,True,
PR0002838,2026-03-24,PC・タブレット,ノートPC 15型,270659,EC,,C01106,吉田,男,56,宮城県,2025-08-14,8,1158116,VIP,False,
PR0002842,2025-08-17,エアコン,エアコン 14畳用,114815,EC,,C01106,吉田,男,56,宮城県,2025-08-14,8,1158116,VIP,True,
PR0002844,2025-09-22,オーディオ,ワイヤレスイヤホン,143680,店舗,新宿店,C01106,吉田,男,56,宮城県,2025-08-14,8,1158116,VIP,False,
PR0002845,2025-08-28,カメラ・ビデオ,ビデオカメラ,134454,EC,,C01106,吉田,男,56,宮城県,2025-08-14,8,1158116,VIP,False,
PR0002840,2026-01-10,スマートフォン,ミドルレンジ機種,60379,店舗,新宿店,C01106,吉田,男,56,宮城県,2025-08-14,8,1158116,VIP,False,
PR0002839,2025-10-02,テレビ,有機EL 55型,131917,店舗,渋谷店,C01106,吉田,男,56,宮城県,2025-08-14,8,1158116,VIP,False,
PR0002843,2026-01-08,洗濯機,全自動 8kg,229015,店舗,新宿店,C01106,吉田,男,56,宮城県,2025-08-14,8,1158116,VIP,False,
PR0002841,2026-02-18,美容家電・小物,電動歯ブラシ,73197,店舗,福岡天神店,C01106,吉田,男,56,宮城県,2025-08-14,8,1158116,VIP,False,
PR0002850,2025-09-28,カメラ・ビデオ,交換レンズ,183443,EC,,C01107,木村,女,57,福岡県,2025-09-23,5,877199,VIP,True,
PR0002849,2025-12-24,スマートフォン,最新スマホ 256GB,61407,EC,,C01107,木村,女,57,福岡県,2025-09-23,5,877199,VIP,False,
PR0002848,2026-01-17,テレビ,スマートテレビ 43型,362139,EC,,C01107,木村,女,57,福岡県,2025-09-23,5,877199,VIP,False,
PR0002847,2026-01-11,洗濯機,コンパクト洗濯機,236876,店舗,札幌駅前店,C01107,木村,女,57,福岡県,2025-09-23,5,877199,VIP,False,
PR0002846,2025-12-25,美容家電・小物,電動歯ブラシ,33334,EC,,C01107,木村,女,57,福岡県,2025-09-23,5,877199,VIP,False,
PR0002853,2025-02-20,PC・タブレット,ワークステーション,172248,EC,,C01108,橋本,男,44,神奈川県,2024-03-07,3,609719,Loyal,False,
PR0002851,2025-02-23,スマートフォン,コンパクトモデル,63248,店舗,札幌駅前店,C01108,橋本,男,44,神奈川県,2024-03-07,3,609719,Loyal,False,
PR0002852,2024-10-03,テレビ,スマートテレビ 43型,374223,EC,,C01108,橋本,男,44,神奈川県,2024-03-07,3,609719,Loyal,True,
PR0002854,2026-01-06,PC・タブレット,2-in-1 PC,228604,店舗,渋谷店,C01109,山下,男,43,兵庫県,2024-03-24,3,564211,Loyal,False,
PR0002855,2025-10-01,オーディオ,ワイヤレスイヤホン,160047,店舗,大阪梅田店,C01109,山下,男,43,兵庫県,2024-03-24,3,564211,Loyal,False,
PR0002856,2025-08-21,スマートフォン,スタンダード 128GB,175560,店舗,新宿店,C01109,山下,男,43,兵庫県,2024-03-24,3,564211,Loyal,True,
PR0002859,2025-12-13,PC・タブレット,ワークステーション,183008,店舗,札幌駅前店,C01110,岡田,女,75,千葉県,2023-10-18,3,665522,Loyal,False,
PR0002858,2024-06-11,エアコン,エアコン 18畳用,92952,店舗,横浜駅前店,C01110,岡田,女,75,千葉県,2023-10-18,3,665522,Loyal,False,
