order_line_id,order_id,order_datetime,quantity,unit_price,line_total,channel,device,product_id,product_name,major_category,minor_category,customer_id,customer_last_name,gender,age,prefecture,register_date,churn_date,acquisition_channel,total_orders,total_spent,first_month_orders,loyalty_tier
OL0001774,ORD001063,2025-04-12 22:57:00,1,2800,2800,Paid Search,Mobile,P0190,コンシーラー,コスメ・ビューティ,メイク,C001487,高橋,女,41.0,広島県,2024-07-03,,Paid Search,13.0,108740.0,0.0,Loyal
OL0001775,ORD001063,2025-04-12 22:57:00,1,4800,4800,Paid Search,Mobile,P0133,ギフトセット,食品,ギフト,C001487,高橋,女,41.0,広島県,2024-07-03,,Paid Search,13.0,108740.0,0.0,Loyal
OL0001776,ORD001064,2025-11-17 10:46:00,1,1280,1280,Paid Search,Mobile,P0257,ヨガブロック,スポーツ,フィットネス,,,,,,,,,,,,
OL0001777,ORD001064,2025-11-17 10:46:00,1,5500,5500,Paid Search,Mobile,P0011,カーディガン,ファッション,トップス,,,,,,,,,,,,
OL0001778,ORD001065,2025-06-19 22:12:00,1,12800,10880,Referral,Mobile,P0262,トレーニングベンチ,スポーツ,フィットネス,,,,,,,,,,,,
OL0001779,ORD001066,2025-03-16 10:55:00,1,2000,2000,Paid Search,PC,P0175,詩集,書籍,文芸,,,,,,,,,,,,
OL0001780,ORD001066,2025-03-16 10:55:00,1,4200,3780,Paid Search,PC,P0043,マフラー,ファッション,小物,,,,,,,,,,,,
OL0001781,ORD001066,2025-03-16 10:55:00,1,4800,4800,Paid Search,PC,P0035,サンダル,ファッション,シューズ,,,,,,,,,,,,
OL0001782,ORD001067,2025-02-20 22:58:00,1,4800,4800,Direct,PC,P0212,オードトワレ,コスメ・ビューティ,フレグランス,C001350,加藤,女,25.0,北海道,2024-12-31,,Paid Search,30.0,326740.0,2.0,VIP
OL0001783,ORD001068,2026-02-26 10:31:00,3,4200,11970,Email,Mobile,P0006,ブラウス,ファッション,トップス,C000428,阿部,男,42.0,宮城県,2024-11-17,,Direct,33.0,448965.0,3.0,VIP
OL0001784,ORD001068,2026-02-26 10:31:00,1,2800,2800,Email,Mobile,P0199,シャンプー,コスメ・ビューティ,ヘアケア,C000428,阿部,男,42.0,宮城県,2024-11-17,,Direct,33.0,448965.0,3.0,VIP
OL0001785,ORD001069,2025-10-11 16:05:00,1,480,480,Referral,PC,P0222,キッチンペーパー,ホーム・日用品,キッチン用品,C000792,山田,男,35.0,神奈川県,2025-04-08,,SNS Ad,24.0,213106.0,3.0,VIP
OL0001786,ORD001070,2025-03-06 19:12:00,1,2800,2800,SNS Ad,Mobile,P0194,リップスティック,コスメ・ビューティ,メイク,,,,,,,,,,,,
OL0001787,ORD001070,2025-03-06 19:12:00,1,5800,5800,SNS Ad,Mobile,P0014,チノパン,ファッション,ボトムス,,,,,,,,,,,,
OL0001788,ORD001071,2025-10-03 11:56:00,3,4800,14400,Referral,Tablet,P0046,アクセサリー,ファッション,小物,C000746,中村,男,42.0,神奈川県,2025-04-27,,Direct,24.0,319288.0,4.0,VIP
OL0001789,ORD001071,2025-10-03 11:56:00,1,2800,2240,Referral,Tablet,P0193,マスカラ,コスメ・ビューティ,メイク,C000746,中村,男,42.0,神奈川県,2025-04-27,,Direct,24.0,319288.0,4.0,VIP
OL0001790,ORD001072,2024-10-01 10:18:00,1,1800,1800,Direct,PC,P0204,スタイリング剤,コスメ・ビューティ,ヘアケア,,,,,,,,,,,,
OL0001791,ORD001073,2025-09-11 15:47:00,1,6800,6800,SNS Ad,Mobile,P0012,デニムパンツ,ファッション,ボトムス,C000316,石川,男,38.0,京都府,2024-04-24,,Organic Search,48.0,807391.0,3.0,VIP
OL0001792,ORD001073,2025-09-11 15:47:00,1,6800,6460,SNS Ad,Mobile,P0210,香水,コスメ・ビューティ,フレグランス,C000316,石川,男,38.0,京都府,2024-04-24,,Organic Search,48.0,807391.0,3.0,VIP
OL0001793,ORD001074,2024-12-19 18:00:00,1,580,580,Paid Search,Mobile,P0218,漂白剤,ホーム・日用品,洗濯,,,,,,,,,,,,
OL0001794,ORD001075,2025-07-24 12:49:00,1,2800,2800,Direct,Mobile,P0196,チーク,コスメ・ビューティ,メイク,C000126,佐々木,女,51.0,埼玉県,2025-02-10,,Referral,23.0,157938.0,4.0,VIP
OL0001795,ORD001076,2025-10-23 16:53:00,1,480,480,Referral,PC,P0227,ティッシュ5箱,ホーム・日用品,紙製品,C000703,渡辺,女,59.0,愛知県,2025-10-15,,Paid Search,4.0,68280.0,2.0,Frequent
OL0001796,ORD001077,2026-03-16 18:47:00,1,5500,5225,Referral,Mobile,P0011,カーディガン,ファッション,トップス,C000318,木村,女,63.0,神奈川県,2024-07-05,2026-03-28,Email,4.0,31925.0,0.0,Inactive
OL0001797,ORD001077,2026-03-16 18:47:00,1,2800,2240,Referral,Mobile,P0176,化粧水,コスメ・ビューティ,スキンケア,C000318,木村,女,63.0,神奈川県,2024-07-05,2026-03-28,Email,4.0,31925.0,0.0,Inactive
OL0001798,ORD001077,2026-03-16 18:47:00,1,880,880,Referral,Mobile,P0121,雑穀米,食品,主食,C000318,木村,女,63.0,神奈川県,2024-07-05,2026-03-28,Email,4.0,31925.0,0.0,Inactive
OL0001799,ORD001078,2026-01-04 18:06:00,1,12800,12800,Organic Search,Mobile,P0025,ドレス,ファッション,ドレス,,,,,,,,,,,,
OL0001800,ORD001079,2025-12-21 08:52:00,1,680,680,Organic Search,PC,P0224,ジップロック,ホーム・日用品,キッチン用品,C000880,前田,男,48.0,神奈川県,2025-02-22,2026-01-16,Direct,10.0,133232.0,1.0,Inactive
OL0001801,ORD001079,2025-12-21 08:52:00,1,1800,1800,Organic Search,PC,P0141,小説ベストセラー,書籍,文芸,C000880,前田,男,48.0,神奈川県,2025-02-22,2026-01-16,Direct,10.0,133232.0,1.0,Inactive
OL0001802,ORD001080,2026-01-17 10:31:00,1,6800,6800,Referral,Mobile,P0210,香水,コスメ・ビューティ,フレグランス,C000845,藤田,男,42.0,神奈川県,2025-08-31,,Direct,4.0,24576.0,1.0,Regular
OL0001803,ORD001081,2025-07-16 13:52:00,1,2280,2052,Direct,Mobile,P0138,スパイスセット,食品,調味料,C000490,中村,男,43.0,東京都,2024-06-30,,Referral,41.0,533263.0,3.0,VIP
OL0001804,ORD001081,2025-07-16 13:52:00,2,1480,2812,Direct,Mobile,P0263,腹筋ローラー,スポーツ,フィットネス,C000490,中村,男,43.0,東京都,2024-06-30,,Referral,41.0,533263.0,3.0,VIP
OL0001805,ORD001082,2025-01-13 14:23:00,1,5200,5200,SNS Ad,PC,P0019,タイトスカート,ファッション,ボトムス,,,,,,,,,,,,
OL0001806,ORD001083,2025-07-26 10:52:00,2,1800,3600,Email,Mobile,P0192,アイライナー,コスメ・ビューティ,メイク,C000706,前田,女,42.0,千葉県,2024-07-30,,Direct,36.0,320968.0,3.0,VIP
OL0001807,ORD001084,2025-01-03 11:17:00,2,1980,3366,Direct,Mobile,P0242,整理ボックス,ホーム・日用品,収納,C001116,中島,男,45.0,東京都,2024-10-06,,SNS Ad,29.0,270195.0,2.0,VIP
OL0001808,ORD001085,2024-09-13 22:32:00,1,2800,2800,Organic Search,Mobile,P0252,ディフューザー,ホーム・日用品,リビング,,,,,,,,,,,,
OL0001809,ORD001086,2025-02-09 19:15:00,1,1480,1480,Referral,Mobile,P0131,有機ナッツ,食品,スナック,,,,,,,,,,,,
OL0001810,ORD001087,2024-10-28 10:09:00,1,12800,12800,Paid Search,Mobile,P0008,カシミアニット,ファッション,トップス,,,,,,,,,,,,
OL0001811,ORD001088,2026-02-16 13:31:00,1,7800,7800,Email,Mobile,P0032,スニーカー,ファッション,シューズ,,,,,,,,,,,,
OL0001812,ORD001089,2024-07-04 14:55:00,1,1980,1782,Direct,PC,P0233,バスマット,ホーム・日用品,バスルーム,C001740,清水,男,37.0,千葉県,2024-05-14,,Organic Search,43.0,453496.0,5.0,VIP
OL0001813,ORD001090,2024-08-02 10:23:00,2,38800,77600,Direct,Mobile,P0078,スマートウォッチ,家電,PC・スマホ,C001964,山本,男,38.0,東京都,2024-06-29,,Paid Search,42.0,790872.0,2.0,VIP
OL0001814,ORD001090,2024-08-02 10:23:00,1,5800,4930,Direct,Mobile,P0005,リネンシャツ,ファッション,トップス,C001964,山本,男,38.0,東京都,2024-06-29,,Paid Search,42.0,790872.0,2.0,VIP
OL0001815,ORD001091,2025-04-13 15:56:00,1,2800,2240,Email,Mobile,P0199,シャンプー,コスメ・ビューティ,ヘアケア,C000641,近藤,男,35.0,広島県,2025-02-12,,Paid Search,33.0,629687.0,7.0,VIP
OL0001816,ORD001091,2025-04-13 15:56:00,1,4800,3360,Email,Mobile,P0035,サンダル,ファッション,シューズ,C000641,近藤,男,35.0,広島県,2025-02-12,,Paid Search,33.0,629687.0,7.0,VIP
OL0001817,ORD001091,2025-04-13 15:56:00,3,4800,14400,Email,Mobile,P0177,高機能化粧水,コスメ・ビューティ,スキンケア,C000641,近藤,男,35.0,広島県,2025-02-12,,Paid Search,33.0,629687.0,7.0,VIP
OL0001818,ORD001091,2025-04-13 15:56:00,1,1580,1422,Email,Mobile,P0091,バルサミコ酢,食品,調味料,C000641,近藤,男,35.0,広島県,2025-02-12,,Paid Search,33.0,629687.0,7.0,VIP
OL0001819,ORD001092,2025-05-14 22:41:00,1,12800,12800,Organic Search,Mobile,P0034,ブーツ,ファッション,シューズ,C000918,後藤,女,39.0,京都府,2025-05-13,,Organic Search,22.0,187840.0,7.0,VIP
OL0001820,ORD001093,2025-01-23 20:58:00,1,880,880,Organic Search,PC,P0121,雑穀米,食品,主食,C000921,鈴木,女,23.0,東京都,2024-11-09,,Paid Search,26.0,293580.0,3.0,VIP
OL0001821,ORD001094,2025-05-14 21:01:00,1,380,380,Organic Search,Mobile,P0097,うどん乾麺,食品,乾物,C000561,坂本,女,29.0,千葉県,2024-05-19,,Paid Search,43.0,437835.0,5.0,VIP
OL0001822,ORD001095,2024-12-02 23:17:00,1,4800,4800,SNS Ad,Mobile,P0035,サンダル,ファッション,シューズ,,,,,,,,,,,,
OL0001823,ORD001096,2026-01-25 20:53:00,2,7800,15600,Email,Mobile,P0015,スラックス,ファッション,ボトムス,C000522,藤田,女,35.0,千葉県,2024-11-12,,Direct,28.0,253945.0,4.0,VIP
OL0001824,ORD001096,2026-01-25 20:53:00,1,6800,6460,Email,Mobile,P0210,香水,コスメ・ビューティ,フレグランス,C000522,藤田,女,35.0,千葉県,2024-11-12,,Direct,28.0,253945.0,4.0,VIP
OL0001825,ORD001097,2025-12-08 08:18:00,1,12800,12800,Paid Search,Mobile,P0040,ハンドバッグ,ファッション,バッグ,,,,,,,,,,,,
OL0001826,ORD001097,2025-12-08 08:18:00,2,6800,12240,Paid Search,Mobile,P0038,トートバッグ,ファッション,バッグ,,,,,,,,,,,,
OL0001827,ORD001097,2025-12-08 08:18:00,1,4800,4560,Paid Search,Mobile,P0035,サンダル,ファッション,シューズ,,,,,,,,,,,,
OL0001828,ORD001097,2025-12-08 08:18:00,1,7800,7800,Paid Search,Mobile,P0015,スラックス,ファッション,ボトムス,,,,,,,,,,,,
OL0001829,ORD001098,2025-04-24 13:46:00,1,2800,2380,Direct,Mobile,P0196,チーク,コスメ・ビューティ,メイク,C001672,加藤,女,25.0,宮城県,2024-07-23,2025-05-15,Direct,22.0,254691.0,6.0,Inactive
OL0001830,ORD001099,2025-11-05 13:47:00,1,12800,12800,Organic Search,PC,P0034,ブーツ,ファッション,シューズ,C000017,林,女,45.0,千葉県,2024-05-05,2026-02-14,Direct,40.0,420690.0,2.0,Inactive
OL0001831,ORD001100,2025-12-24 18:40:00,1,4800,4560,Email,PC,P0035,サンダル,ファッション,シューズ,C001091,吉田,男,43.0,神奈川県,2024-04-07,,Organic Search,8.0,128906.0,0.0,Loyal
OL0001832,ORD001101,2025-10-21 18:21:00,2,2800,5600,SNS Ad,Mobile,P0194,リップスティック,コスメ・ビューティ,メイク,,,,,,,,,,,,
OL0001833,ORD001102,2024-06-29 12:46:00,1,680,680,SNS Ad,Mobile,P0088,みりん,食品,調味料,,,,,,,,,,,,
OL0001834,ORD001103,2025-03-02 10:29:00,1,12800,12800,Organic Search,PC,P0211,プレミアム香水,コスメ・ビューティ,フレグランス,C000839,近藤,女,30.0,広島県,2024-09-28,,SNS Ad,6.0,49762.0,0.0,Frequent
OL0001835,ORD001103,2025-03-02 10:29:00,2,780,1560,Organic Search,PC,P0115,オートミール,食品,朝食,C000839,近藤,女,30.0,広島県,2024-09-28,,SNS Ad,6.0,49762.0,0.0,Frequent
OL0001836,ORD001104,2025-09-12 13:39:00,1,3200,3200,SNS Ad,Mobile,P0206,ボディスクラブ,コスメ・ビューティ,ボディケア,C001026,山本,女,30.0,北海道,2025-05-22,,Paid Search,4.0,25940.0,0.0,Regular
OL0001837,ORD001105,2026-01-15 23:12:00,1,4800,3840,Organic Search,Mobile,P0177,高機能化粧水,コスメ・ビューティ,スキンケア,C001258,山下,男,55.0,京都府,2025-06-16,,SNS Ad,20.0,281508.0,5.0,VIP
OL0001838,ORD001105,2026-01-15 23:12:00,1,4800,4800,Organic Search,Mobile,P0188,ファンデーション,コスメ・ビューティ,メイク,C001258,山下,男,55.0,京都府,2025-06-16,,SNS Ad,20.0,281508.0,5.0,VIP
OL0001839,ORD001105,2026-01-15 23:12:00,1,4200,3570,Organic Search,Mobile,P0006,ブラウス,ファッション,トップス,C001258,山下,男,55.0,京都府,2025-06-16,,SNS Ad,20.0,281508.0,5.0,VIP
OL0001840,ORD001106,2026-02-28 13:39:00,1,12800,12800,Paid Search,Tablet,P0211,プレミアム香水,コスメ・ビューティ,フレグランス,,,,,,,,,,,,
OL0001841,ORD001107,2024-08-14 21:51:00,1,5500,5500,Email,Mobile,P0011,カーディガン,ファッション,トップス,,,,,,,,,,,,
OL0001842,ORD001107,2024-08-14 21:51:00,2,7800,13260,Email,Mobile,P0015,スラックス,ファッション,ボトムス,,,,,,,,,,,,
OL0001843,ORD001108,2024-12-10 21:21:00,1,12800,12800,Organic Search,Mobile,P0034,ブーツ,ファッション,シューズ,,,,,,,,,,,,
OL0001844,ORD001108,2024-12-10 21:21:00,1,1480,1480,Organic Search,Mobile,P0128,プレミアムチーズ,食品,乳製品,,,,,,,,,,,,
OL0001845,ORD001109,2025-08-15 21:37:00,3,7800,23400,Organic Search,Mobile,P0015,スラックス,ファッション,ボトムス,C000490,中村,男,43.0,東京都,2024-06-30,,Referral,41.0,533263.0,3.0,VIP
OL0001846,ORD001110,2025-11-01 20:17:00,1,2800,2800,Direct,Mobile,P0215,ビタミンサプリ,コスメ・ビューティ,健康,C000080,山本,男,54.0,東京都,2024-11-21,,Organic Search,29.0,290753.0,3.0,VIP
OL0001847,ORD001111,2025-06-10 12:02:00,1,2800,2800,Direct,PC,P0194,リップスティック,コスメ・ビューティ,メイク,,,,,,,,,,,,
OL0001848,ORD001112,2025-12-03 18:28:00,1,780,702,SNS Ad,Mobile,P0085,味噌800g,食品,調味料,C001783,高橋,女,57.0,愛知県,2024-06-04,,Referral,41.0,370848.0,4.0,VIP
OL0001849,ORD001112,2025-12-03 18:28:00,1,3800,3800,SNS Ad,Mobile,P0045,帽子,ファッション,小物,C001783,高橋,女,57.0,愛知県,2024-06-04,,Referral,41.0,370848.0,4.0,VIP
OL0001850,ORD001112,2025-12-03 18:28:00,1,880,880,SNS Ad,Mobile,P0216,洗濯洗剤大,ホーム・日用品,洗濯,C001783,高橋,女,57.0,愛知県,2024-06-04,,Referral,41.0,370848.0,4.0,VIP
OL0001851,ORD001113,2024-10-05 22:19:00,1,3800,3230,SNS Ad,PC,P0202,ヘアマスク,コスメ・ビューティ,ヘアケア,,,,,,,,,,,,
OL0001852,ORD001113,2024-10-05 22:19:00,1,1800,1800,SNS Ad,PC,P0161,ヨガ入門,書籍,実用,,,,,,,,,,,,
OL0001853,ORD001113,2024-10-05 22:19:00,1,580,580,SNS Ad,PC,P0124,冷凍餃子,食品,冷凍,,,,,,,,,,,,
OL0001854,ORD001114,2025-04-25 11:49:00,1,2800,2800,Organic Search,Mobile,P0185,クレンジングオイル,コスメ・ビューティ,スキンケア,C001225,橋本,女,44.0,東京都,2024-12-08,2025-07-14,Direct,9.0,94024.0,3.0,Inactive
OL0001855,ORD001114,2025-04-25 11:49:00,1,4800,3360,Organic Search,Mobile,P0191,アイシャドウパレット,コスメ・ビューティ,メイク,C001225,橋本,女,44.0,東京都,2024-12-08,2025-07-14,Direct,9.0,94024.0,3.0,Inactive
OL0001856,ORD001115,2025-05-25 21:41:00,1,12800,12800,Paid Search,Mobile,P0034,ブーツ,ファッション,シューズ,C000135,鈴木,男,27.0,東京都,2024-11-03,,Organic Search,24.0,303011.0,3.0,VIP
OL0001857,ORD001116,2025-02-28 22:17:00,1,4200,4200,SNS Ad,Mobile,P0006,ブラウス,ファッション,トップス,C001851,小川,女,51.0,東京都,2024-07-01,,Paid Search,14.0,111966.0,0.0,Loyal
OL0001858,ORD001116,2025-02-28 22:17:00,3,1800,5400,SNS Ad,Mobile,P0145,SF小説,書籍,文芸,C001851,小川,女,51.0,東京都,2024-07-01,,Paid Search,14.0,111966.0,0.0,Loyal
OL0001859,ORD001116,2025-02-28 22:17:00,1,1280,1280,SNS Ad,Mobile,P0219,オキシクリーン,ホーム・日用品,洗濯,C001851,小川,女,51.0,東京都,2024-07-01,,Paid Search,14.0,111966.0,0.0,Loyal
OL0001860,ORD001117,2026-02-12 18:07:00,1,2800,2520,Direct,Mobile,P0111,高級煎茶,食品,飲料,C000840,小林,女,30.0,神奈川県,2025-03-11,,Paid Search,28.0,202207.0,6.0,VIP
OL0001861,ORD001118,2025-05-18 20:56:00,1,480,480,SNS Ad,Mobile,P0093,パスタソース,食品,乾物,C001929,村上,男,21.0,福岡県,2024-04-17,,Organic Search,49.0,503827.0,3.0,VIP
OL0001862,ORD001118,2025-05-18 20:56:00,1,19800,19800,SNS Ad,Mobile,P0029,コート,ファッション,アウター,C001929,村上,男,21.0,福岡県,2024-04-17,,Organic Search,49.0,503827.0,3.0,VIP
OL0001863,ORD001118,2025-05-18 20:56:00,1,2800,2800,SNS Ad,Mobile,P0196,チーク,コスメ・ビューティ,メイク,C001929,村上,男,21.0,福岡県,2024-04-17,,Organic Search,49.0,503827.0,3.0,VIP
OL0001864,ORD001118,2025-05-18 20:56:00,1,680,680,SNS Ad,Mobile,P0098,トマト缶4個,食品,缶詰,C001929,村上,男,21.0,福岡県,2024-04-17,,Organic Search,49.0,503827.0,3.0,VIP
OL0001865,ORD001119,2024-08-04 20:57:00,2,1280,2304,Referral,Mobile,P0208,ハンドクリーム,コスメ・ビューティ,ボディケア,C000316,石川,男,38.0,京都府,2024-04-24,,Organic Search,48.0,807391.0,3.0,VIP
OL0001866,ORD001119,2024-08-04 20:57:00,1,2800,2800,Referral,Mobile,P0178,乳液,コスメ・ビューティ,スキンケア,C000316,石川,男,38.0,京都府,2024-04-24,,Organic Search,48.0,807391.0,3.0,VIP
OL0001867,ORD001119,2024-08-04 20:57:00,1,1800,1620,Referral,Mobile,P0143,推理小説,書籍,文芸,C000316,石川,男,38.0,京都府,2024-04-24,,Organic Search,48.0,807391.0,3.0,VIP
OL0001868,ORD001120,2025-01-30 14:47:00,1,6800,6800,SNS Ad,PC,P0012,デニムパンツ,ファッション,ボトムス,,,,,,,,,,,,
OL0001869,ORD001121,2026-02-23 19:54:00,1,1280,1280,Paid Search,Mobile,P0107,ミネラルウォーター12本,食品,飲料,,,,,,,,,,,,
OL0001870,ORD001122,2026-02-04 18:09:00,1,4800,4800,Organic Search,PC,P0046,アクセサリー,ファッション,小物,C001350,加藤,女,25.0,北海道,2024-12-31,,Paid Search,30.0,326740.0,2.0,VIP
OL0001871,ORD001123,2025-10-14 19:48:00,2,1280,2560,Organic Search,Mobile,P0261,ストレッチチューブ,スポーツ,フィットネス,C001412,中村,女,40.0,大阪府,2025-02-01,,SNS Ad,33.0,341266.0,1.0,VIP
OL0001872,ORD001123,2025-10-14 19:48:00,1,19800,19800,Organic Search,Mobile,P0028,ダウンジャケット,ファッション,アウター,C001412,中村,女,40.0,大阪府,2025-02-01,,SNS Ad,33.0,341266.0,1.0,VIP
OL0001873,ORD001124,2026-01-24 23:53:00,1,780,780,Direct,Mobile,P0237,マウスウォッシュ,ホーム・日用品,デンタルケア,C000928,鈴木,男,33.0,千葉県,2025-05-26,,Organic Search,8.0,64000.0,0.0,Frequent
OL0001874,ORD001125,2024-08-13 17:32:00,1,780,780,Direct,Mobile,P0237,マウスウォッシュ,ホーム・日用品,デンタルケア,,,,,,,,,,,,
OL0001875,ORD001126,2024-09-08 14:55:00,1,2800,2800,Paid Search,PC,P0150,経営戦略本,書籍,ビジネス,C001397,池田,男,46.0,千葉県,2024-09-02,,Referral,27.0,326822.0,3.0,VIP
OL0001876,ORD001127,2026-01-22 16:29:00,1,19800,19800,Referral,Mobile,P0062,フードプロセッサ,家電,キッチン,C001552,遠藤,男,36.0,福岡県,2025-06-14,,SNS Ad,5.0,204676.0,1.0,Loyal
OL0001877,ORD001128,2024-10-28 19:44:00,1,4800,4800,Email,PC,P0177,高機能化粧水,コスメ・ビューティ,スキンケア,C001064,斎藤,男,43.0,京都府,2024-04-18,,SNS Ad,55.0,571184.0,4.0,VIP
OL0001878,ORD001129,2025-12-01 12:46:00,1,580,551,SNS Ad,Mobile,P0229,ゴミ袋45L 30枚,ホーム・日用品,紙製品,C001765,木村,女,28.0,千葉県,2024-11-03,,Paid Search,36.0,385829.0,3.0,VIP
OL0001879,ORD001130,2025-11-17 22:19:00,1,12800,12160,Email,Mobile,P0025,ドレス,ファッション,ドレス,C000008,佐藤,女,47.0,北海道,2025-06-14,,Organic Search,20.0,206905.0,3.0,VIP
OL0001880,ORD001130,2025-11-17 22:19:00,1,8800,8800,Email,Mobile,P0069,扇風機,家電,生活家電,C000008,佐藤,女,47.0,北海道,2025-06-14,,Organic Search,20.0,206905.0,3.0,VIP
OL0001881,ORD001131,2025-12-16 19:01:00,1,22800,22800,Organic Search,PC,P0068,除湿機,家電,生活家電,C000316,石川,男,38.0,京都府,2024-04-24,,Organic Search,48.0,807391.0,3.0,VIP
OL0001882,ORD001131,2025-12-16 19:01:00,1,1800,1800,Organic Search,PC,P0195,リップグロス,コスメ・ビューティ,メイク,C000316,石川,男,38.0,京都府,2024-04-24,,Organic Search,48.0,807391.0,3.0,VIP
OL0001883,ORD001132,2025-03-23 23:33:00,1,2800,2800,Organic Search,PC,P0207,ボディオイル,コスメ・ビューティ,ボディケア,,,,,,,,,,,,
OL0001884,ORD001133,2025-10-24 19:24:00,1,780,780,Organic Search,Mobile,P0127,冷凍フルーツミックス,食品,冷凍,C001550,鈴木,女,25.0,福岡県,2025-06-15,,SNS Ad,30.0,326410.0,3.0,VIP
OL0001885,ORD001133,2025-10-24 19:24:00,1,3800,3610,Organic Search,Mobile,P0202,ヘアマスク,コスメ・ビューティ,ヘアケア,C001550,鈴木,女,25.0,福岡県,2025-06-15,,SNS Ad,30.0,326410.0,3.0,VIP
OL0001886,ORD001134,2025-11-03 11:05:00,1,7800,7020,Direct,Mobile,P0032,スニーカー,ファッション,シューズ,,,,,,,,,,,,
OL0001887,ORD001135,2025-12-12 16:55:00,1,680,680,Organic Search,Mobile,P0217,柔軟剤,ホーム・日用品,洗濯,C001484,松本,男,25.0,広島県,2025-05-30,,Paid Search,29.0,252460.0,4.0,VIP
OL0001888,ORD001136,2024-11-20 21:42:00,1,6800,6800,Direct,Mobile,P0038,トートバッグ,ファッション,バッグ,,,,,,,,,,,,
OL0001889,ORD001137,2025-10-06 15:14:00,1,9800,9800,Referral,Mobile,P0036,ローファー,ファッション,シューズ,C000370,山口,女,39.0,千葉県,2024-09-18,,Organic Search,38.0,254314.0,3.0,VIP
OL0001890,ORD001138,2025-09-04 13:20:00,1,4800,4800,Organic Search,Mobile,P0046,アクセサリー,ファッション,小物,C001153,中村,男,52.0,福岡県,2025-08-20,,Email,18.0,164726.0,5.0,VIP
OL0001891,ORD001139,2026-03-16 11:42:00,1,1980,1980,Paid Search,Mobile,P0233,バスマット,ホーム・日用品,バスルーム,,,,,,,,,,,,
OL0001892,ORD001140,2025-06-04 20:59:00,1,3800,3800,Email,PC,P0164,写真集,書籍,趣味,C001687,中村,女,70.0,東京都,2024-04-07,,Organic Search,16.0,78614.0,0.0,Loyal
OL0001893,ORD001141,2024-12-12 18:17:00,1,2800,2520,Direct,Mobile,P0199,シャンプー,コスメ・ビューティ,ヘアケア,C000522,藤田,女,35.0,千葉県,2024-11-12,,Direct,28.0,253945.0,4.0,VIP
OL0001894,ORD001142,2025-05-18 20:43:00,1,2280,2280,Organic Search,PC,P0137,クラフトビール6本,食品,お酒,,,,,,,,,,,,
OL0001895,ORD001142,2025-05-18 20:43:00,1,6800,6800,Organic Search,PC,P0038,トートバッグ,ファッション,バッグ,,,,,,,,,,,,
OL0001896,ORD001143,2025-07-18 12:14:00,1,280,280,Email,Mobile,P0225,アルミホイル,ホーム・日用品,キッチン用品,,,,,,,,,,,,
OL0001897,ORD001143,2025-07-18 12:14:00,1,2280,2280,Email,Mobile,P0138,スパイスセット,食品,調味料,,,,,,,,,,,,
OL0001898,ORD001143,2025-07-18 12:14:00,1,880,792,Email,Mobile,P0089,白だし,食品,調味料,,,,,,,,,,,,
OL0001899,ORD001143,2025-07-18 12:14:00,1,4800,4800,Email,Mobile,P0004,ストライプシャツ,ファッション,トップス,,,,,,,,,,,,
OL0001900,ORD001144,2024-11-09 20:42:00,1,22800,22800,Organic Search,PC,P0068,除湿機,家電,生活家電,,,,,,,,,,,,
OL0001901,ORD001145,2024-04-01 19:11:00,1,28800,28800,Paid Search,PC,P0054,サウンドバー,家電,AV家電,,,,,,,,,,,,
OL0001902,ORD001145,2024-04-01 19:11:00,1,12800,12800,Paid Search,PC,P0040,ハンドバッグ,ファッション,バッグ,,,,,,,,,,,,
OL0001903,ORD001145,2024-04-01 19:11:00,1,480,480,Paid Search,PC,P0093,パスタソース,食品,乾物,,,,,,,,,,,,
OL0001904,ORD001145,2024-04-01 19:11:00,1,3800,3800,Paid Search,PC,P0187,BBクリーム,コスメ・ビューティ,メイク,,,,,,,,,,,,
OL0001905,ORD001146,2024-09-30 14:05:00,1,2800,2800,Organic Search,Mobile,P0190,コンシーラー,コスメ・ビューティ,メイク,C000394,清水,女,45.0,広島県,2024-06-03,,Paid Search,14.0,153950.0,1.0,Loyal
OL0001906,ORD001147,2025-08-27 11:58:00,1,1280,1280,Direct,Mobile,P0171,専門誌,書籍,雑誌,C001827,井上,男,34.0,東京都,2024-10-19,,SNS Ad,34.0,290094.0,3.0,VIP
OL0001907,ORD001147,2025-08-27 11:58:00,1,4280,4280,Direct,Mobile,P0119,お米10kg,食品,主食,C001827,井上,男,34.0,東京都,2024-10-19,,SNS Ad,34.0,290094.0,3.0,VIP
OL0001908,ORD001148,2024-09-21 16:43:00,1,2480,1736,Paid Search,Mobile,P0260,バランスボール,スポーツ,フィットネス,C001152,小林,女,20.0,神奈川県,2024-04-24,,SNS Ad,14.0,73803.0,0.0,Loyal
OL0001909,ORD001149,2026-02-03 22:58:00,1,2480,2480,SNS Ad,Mobile,P0136,日本酒720ml,食品,お酒,,,,,,,,,,,,
OL0001910,ORD001150,2024-09-12 20:54:00,1,12800,12800,Email,Mobile,P0008,カシミアニット,ファッション,トップス,C000965,田中,女,36.0,東京都,2024-08-28,,Organic Search,40.0,409902.0,8.0,VIP
OL0001911,ORD001150,2024-09-12 20:54:00,1,5800,5800,Email,Mobile,P0014,チノパン,ファッション,ボトムス,C000965,田中,女,36.0,東京都,2024-08-28,,Organic Search,40.0,409902.0,8.0,VIP
